"FullName","PSIsContainer","Length","LastWriteTime"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\autoload\lib\input\tex\autoload","True",,"20-Jul-25 6:30:59 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\autoload\lib\input\tex\autoload\AutoloadConfiguration.js","False","181","20-Jul-25 6:30:59 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\bbox\lib","True",,"20-Jul-25 6:31:00 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\bbox\bbox.js","False","24","20-Jul-25 6:31:00 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\bbox\build.json","False","102","20-Jul-25 6:31:20 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\bbox\webpack.config.js","False","421","20-Jul-25 6:31:19 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\bbox\lib\input","True",,"20-Jul-25 6:31:00 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\bbox\lib\bbox.js","False","457","20-Jul-25 6:31:00 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\bbox\lib\input\tex","True",,"20-Jul-25 6:31:00 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\bbox\lib\input\tex\bbox","True",,"20-Jul-25 6:31:00 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\bbox\lib\input\tex\bbox\BboxConfiguration.js","False","243","20-Jul-25 6:31:00 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\boldsymbol\lib","True",,"20-Jul-25 6:31:01 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\boldsymbol\boldsymbol.js","False","30","20-Jul-25 6:31:01 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\boldsymbol\build.json","False","120","20-Jul-25 6:31:20 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\boldsymbol\webpack.config.js","False","421","20-Jul-25 6:31:19 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\boldsymbol\lib\input","True",,"20-Jul-25 6:31:01 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\boldsymbol\lib\boldsymbol.js","False","487","20-Jul-25 6:31:01 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\boldsymbol\lib\input\tex","True",,"20-Jul-25 6:31:01 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\boldsymbol\lib\input\tex\boldsymbol","True",,"20-Jul-25 6:31:01 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\boldsymbol\lib\input\tex\boldsymbol\BoldsymbolConfiguration.js","False","491","20-Jul-25 6:31:01 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\braket\lib","True",,"20-Jul-25 6:31:01 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\braket\braket.js","False","26","20-Jul-25 6:31:01 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\braket\build.json","False","108","20-Jul-25 6:31:20 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\braket\webpack.config.js","False","421","20-Jul-25 6:31:19 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\braket\lib\input","True",,"20-Jul-25 6:31:01 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\braket\lib\braket.js","False","699","20-Jul-25 6:31:01 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\braket\lib\input\tex","True",,"20-Jul-25 6:31:01 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\braket\lib\input\tex\braket","True",,"20-Jul-25 6:31:01 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\braket\lib\input\tex\braket\BraketConfiguration.js","False","173","20-Jul-25 6:31:01 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\braket\lib\input\tex\braket\BraketItems.js","False","147","20-Jul-25 6:31:01 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\braket\lib\input\tex\braket\BraketMethods.js","False","143","20-Jul-25 6:31:01 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\bussproofs\lib","True",,"20-Jul-25 6:31:02 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\bussproofs\build.json","False","120","20-Jul-25 6:31:20 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\bussproofs\bussproofs.js","False","30","20-Jul-25 6:31:02 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\bussproofs\webpack.config.js","False","421","20-Jul-25 6:31:19 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\bussproofs\lib\input","True",,"20-Jul-25 6:31:02 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\bussproofs\lib\bussproofs.js","False","867","20-Jul-25 6:31:02 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\bussproofs\lib\input\tex","True",,"20-Jul-25 6:31:02 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\bussproofs\lib\input\tex\bussproofs","True",,"20-Jul-25 6:31:02 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\bussproofs\lib\input\tex\bussproofs\BussproofsConfiguration.js","False","189","20-Jul-25 6:31:02 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\bussproofs\lib\input\tex\bussproofs\BussproofsItems.js","False","161","20-Jul-25 6:31:02 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\bussproofs\lib\input\tex\bussproofs\BussproofsMethods.js","False","151","20-Jul-25 6:31:02 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\bussproofs\lib\input\tex\bussproofs\BussproofsUtil.js","False","670","20-Jul-25 6:31:02 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\cancel\lib","True",,"20-Jul-25 6:31:02 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\cancel\build.json","False","108","20-Jul-25 6:31:20 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\cancel\cancel.js","False","26","20-Jul-25 6:31:02 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\cancel\webpack.config.js","False","476","20-Jul-25 6:31:19 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\cancel\lib\input","True",,"20-Jul-25 6:31:02 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\cancel\lib\cancel.js","False","467","20-Jul-25 6:31:02 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\cancel\lib\input\tex","True",,"20-Jul-25 6:31:02 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\cancel\lib\input\tex\cancel","True",,"20-Jul-25 6:31:02 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\cancel\lib\input\tex\cancel\CancelConfiguration.js","False","259","20-Jul-25 6:31:02 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\cases\lib","True",,"20-Jul-25 6:31:02 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\cases\build.json","False","105","20-Jul-25 6:31:20 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\cases\cases.js","False","25","20-Jul-25 6:31:02 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\cases\webpack.config.js","False","583","20-Jul-25 6:31:19 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\cases\lib\input","True",,"20-Jul-25 6:31:02 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\cases\lib\cases.js","False","462","20-Jul-25 6:31:02 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\cases\lib\input\tex","True",,"20-Jul-25 6:31:02 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\cases\lib\input\tex\cases","True",,"20-Jul-25 6:31:02 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\cases\lib\input\tex\cases\CasesConfiguration.js","False","413","20-Jul-25 6:31:02 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\centernot\lib","True",,"20-Jul-25 6:31:02 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\centernot\build.json","False","117","20-Jul-25 6:31:20 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\centernot\centernot.js","False","29","20-Jul-25 6:31:02 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\centernot\webpack.config.js","False","421","20-Jul-25 6:31:19 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\centernot\lib\input","True",,"20-Jul-25 6:31:02 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\centernot\lib\centernot.js","False","482","20-Jul-25 6:31:02 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\centernot\lib\input\tex","True",,"20-Jul-25 6:31:02 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\centernot\lib\input\tex\centernot","True",,"20-Jul-25 6:31:02 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\centernot\lib\input\tex\centernot\CenternotConfiguration.js","False","283","20-Jul-25 6:31:02 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\color\lib","True",,"20-Jul-25 6:31:02 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\color\build.json","False","105","20-Jul-25 6:31:20 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\color\color.js","False","25","20-Jul-25 6:31:02 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\color\webpack.config.js","False","421","20-Jul-25 6:31:19 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\color\lib\input","True",,"20-Jul-25 6:31:02 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\color\lib\color.js","False","805","20-Jul-25 6:31:02 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\color\lib\input\tex","True",,"20-Jul-25 6:31:02 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\color\lib\input\tex\color","True",,"20-Jul-25 6:31:02 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\color\lib\input\tex\color\ColorConfiguration.js","False","169","20-Jul-25 6:31:02 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\color\lib\input\tex\color\ColorConstants.js","False","141","20-Jul-25 6:31:02 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\color\lib\input\tex\color\ColorMethods.js","False","151","20-Jul-25 6:31:02 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\color\lib\input\tex\color\ColorUtil.js","False","144","20-Jul-25 6:31:02 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\colortbl\lib","True",,"20-Jul-25 6:31:02 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\colortbl\build.json","False","114","20-Jul-25 6:31:20 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\colortbl\colortbl.js","False","28","20-Jul-25 6:31:02 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\colortbl\webpack.config.js","False","421","20-Jul-25 6:31:19 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\colortbl\lib\input","True",,"20-Jul-25 6:31:02 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\colortbl\lib\colortbl.js","False","477","20-Jul-25 6:31:02 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\colortbl\lib\input\tex","True",,"20-Jul-25 6:31:02 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\colortbl\lib\input\tex\colortbl","True",,"20-Jul-25 6:31:02 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\colortbl\lib\input\tex\colortbl\ColortblConfiguration.js","False","273","20-Jul-25 6:31:02 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\colorv2\lib","True",,"20-Jul-25 6:31:03 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\colorv2\build.json","False","111","20-Jul-25 6:31:20 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\colorv2\colorv2.js","False","27","20-Jul-25 6:31:03 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\colorv2\webpack.config.js","False","421","20-Jul-25 6:31:19 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\colorv2\lib\input","True",,"20-Jul-25 6:31:03 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\colorv2\lib\colorv2.js","False","472","20-Jul-25 6:31:03 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\colorv2\lib\input\tex","True",,"20-Jul-25 6:31:03 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\colorv2\lib\input\tex\colorv2","True",,"20-Jul-25 6:31:03 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\colorv2\lib\input\tex\colorv2\ColorV2Configuration.js","False","275","20-Jul-25 6:31:03 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\configmacros\lib","True",,"20-Jul-25 6:31:03 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\configmacros\build.json","False","126","20-Jul-25 6:31:20 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\configmacros\configmacros.js","False","32","20-Jul-25 6:31:03 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\configmacros\webpack.config.js","False","513","20-Jul-25 6:31:19 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\configmacros\lib\input","True",,"20-Jul-25 6:31:03 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\configmacros\lib\configmacros.js","False","497","20-Jul-25 6:31:03 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\configmacros\lib\input\tex","True",,"20-Jul-25 6:31:03 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\configmacros\lib\input\tex\configmacros","True",,"20-Jul-25 6:31:03 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\configmacros\lib\input\tex\configmacros\ConfigMacrosConfiguration.js","False","197","20-Jul-25 6:31:03 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\empheq\lib","True",,"20-Jul-25 6:31:05 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\empheq\build.json","False","108","20-Jul-25 6:31:20 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\empheq\empheq.js","False","26","20-Jul-25 6:31:04 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\empheq\webpack.config.js","False","437","20-Jul-25 6:31:19 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\empheq\lib\input","True",,"20-Jul-25 6:31:05 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\empheq\lib\empheq.js","False","579","20-Jul-25 6:31:04 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\empheq\lib\input\tex","True",,"20-Jul-25 6:31:05 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\empheq\lib\input\tex\empheq","True",,"20-Jul-25 6:31:05 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\empheq\lib\input\tex\empheq\EmpheqConfiguration.js","False","349","20-Jul-25 6:31:05 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\empheq\lib\input\tex\empheq\EmpheqUtil.js","False","146","20-Jul-25 6:31:05 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\enclose\lib","True",,"20-Jul-25 6:31:08 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\enclose\build.json","False","111","20-Jul-25 6:31:20 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\enclose\enclose.js","False","27","20-Jul-25 6:31:05 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\enclose\webpack.config.js","False","421","20-Jul-25 6:31:19 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\enclose\lib\input","True",,"20-Jul-25 6:31:08 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\enclose\lib\enclose.js","False","472","20-Jul-25 6:31:05 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\enclose\lib\input\tex","True",,"20-Jul-25 6:31:08 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\enclose\lib\input\tex\enclose","True",,"20-Jul-25 6:31:08 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\enclose\lib\input\tex\enclose\EncloseConfiguration.js","False","359","20-Jul-25 6:31:08 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\extpfeil\lib","True",,"20-Jul-25 6:31:08 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\extpfeil\build.json","False","114","20-Jul-25 6:31:20 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\extpfeil\extpfeil.js","False","28","20-Jul-25 6:31:08 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\extpfeil\webpack.config.js","False","530","20-Jul-25 6:31:19 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\extpfeil\lib\input","True",,"20-Jul-25 6:31:08 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\extpfeil\lib\extpfeil.js","False","477","20-Jul-25 6:31:08 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\extpfeil\lib\input\tex","True",,"20-Jul-25 6:31:08 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\extpfeil\lib\input\tex\extpfeil","True",,"20-Jul-25 6:31:08 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\extpfeil\lib\input\tex\extpfeil\ExtpfeilConfiguration.js","False","275","20-Jul-25 6:31:08 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\gensymb\lib","True",,"20-Jul-25 6:31:08 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\gensymb\build.json","False","111","20-Jul-25 6:31:20 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\gensymb\gensymb.js","False","27","20-Jul-25 6:31:08 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\gensymb\webpack.config.js","False","420","20-Jul-25 6:31:19 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\gensymb\lib\input","True",,"20-Jul-25 6:31:08 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\gensymb\lib\gensymb.js","False","472","20-Jul-25 6:31:08 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\gensymb\lib\input\tex","True",,"20-Jul-25 6:31:08 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\gensymb\lib\input\tex\gensymb","True",,"20-Jul-25 6:31:08 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\gensymb\lib\input\tex\gensymb\GensymbConfiguration.js","False","177","20-Jul-25 6:31:08 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\html\lib","True",,"20-Jul-25 6:31:08 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\html\build.json","False","102","20-Jul-25 6:31:20 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\html\html.js","False","24","20-Jul-25 6:31:08 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\html\webpack.config.js","False","421","20-Jul-25 6:31:19 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\html\lib\input","True",,"20-Jul-25 6:31:08 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\html\lib\html.js","False","569","20-Jul-25 6:31:08 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\html\lib\input\tex","True",,"20-Jul-25 6:31:08 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\html\lib\input\tex\html","True",,"20-Jul-25 6:31:08 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\html\lib\input\tex\html\HtmlConfiguration.js","False","165","20-Jul-25 6:31:08 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\html\lib\input\tex\html\HtmlMethods.js","False","139","20-Jul-25 6:31:08 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\mathtools\lib","True",,"20-Jul-25 6:31:10 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\mathtools\build.json","False","117","20-Jul-25 6:31:20 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\mathtools\mathtools.js","False","29","20-Jul-25 6:31:10 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\mathtools\webpack.config.js","False","530","20-Jul-25 6:31:19 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\mathtools\lib\input","True",,"20-Jul-25 6:31:10 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\mathtools\lib\mathtools.js","False","974","20-Jul-25 6:31:10 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\mathtools\lib\input\tex","True",,"20-Jul-25 6:31:10 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\mathtools\lib\input\tex\mathtools","True",,"20-Jul-25 6:31:10 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\mathtools\lib\input\tex\mathtools\MathtoolsConfiguration.js","False","367","20-Jul-25 6:31:10 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\mathtools\lib\input\tex\mathtools\MathtoolsItems.js","False","159","20-Jul-25 6:31:10 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\mathtools\lib\input\tex\mathtools\MathtoolsMethods.js","False","167","20-Jul-25 6:31:10 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\mathtools\lib\input\tex\mathtools\MathtoolsTags.js","False","168","20-Jul-25 6:31:10 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\mathtools\lib\input\tex\mathtools\MathtoolsUtil.js","False","158","20-Jul-25 6:31:10 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\mhchem\lib","True",,"20-Jul-25 6:31:13 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\mhchem\build.json","False","162","20-Jul-25 6:31:20 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\mhchem\mhchem.js","False","26","20-Jul-25 6:31:13 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\mhchem\webpack.config.js","False","472","20-Jul-25 6:31:19 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\mhchem\lib\input","True",,"20-Jul-25 6:31:13 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\mhchem\lib\mhchem.js","False","467","20-Jul-25 6:31:13 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\mhchem\lib\input\tex","True",,"20-Jul-25 6:31:13 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\mhchem\lib\input\tex\mhchem","True",,"20-Jul-25 6:31:13 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\mhchem\lib\input\tex\mhchem\MhchemConfiguration.js","False","173","20-Jul-25 6:31:13 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\newcommand\lib","True",,"20-Jul-25 6:31:14 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\newcommand\build.json","False","120","20-Jul-25 6:31:20 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\newcommand\newcommand.js","False","30","20-Jul-25 6:31:14 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\newcommand\webpack.config.js","False","421","20-Jul-25 6:31:19 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\newcommand\lib\input","True",,"20-Jul-25 6:31:14 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\newcommand\lib\newcommand.js","False","867","20-Jul-25 6:31:14 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\newcommand\lib\input\tex","True",,"20-Jul-25 6:31:14 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\newcommand\lib\input\tex\newcommand","True",,"20-Jul-25 6:31:14 PM"
"D:\projects\quartzsite\node_modules\mathjax-full\components\src\input\tex\extensions\newcommand\lib\input\tex\newcommand\NewcommandConfiguration.js","False","189","20-Jul-25 6:31:14 PM"
